Pressure,Temperature,Phase,Author,Method,
211,4250,liquid,Sinmyo (2019),static,
216,4440,liquid,Sinmyo (2019),static,
230,4780,liquid,Sinmyo (2019),static,
244,4660,liquid,Sinmyo (2019),static,
257,5000,liquid,Sinmyo (2019),static,
285,5120,liquid,Sinmyo (2019),static,
290,5360,liquid,Sinmyo (2019),static,
253.1,2290,hcp,Sinmyo (2019),static,
253.1,2362,hcp,Sinmyo (2019),static,
254.2,2449,hcp,Sinmyo (2019),static,
255.3,2536,hcp,Sinmyo (2019),static,
257,2710,hcp,Sinmyo (2019),static,
264.2,2638,hcp,Sinmyo (2019),static,
258.7,2899,hcp,Sinmyo (2019),static,
260.3,3072,hcp,Sinmyo (2019),static,
262.6,3116,hcp,Sinmyo (2019),static,
263.1,3174,hcp,Sinmyo (2019),static,
263.7,3232,hcp,Sinmyo (2019),static,
269.8,3203,hcp,Sinmyo (2019),static,
270.9,3319,hcp,Sinmyo (2019),static,
270.4,3275,hcp,Sinmyo (2019),static,
270.9,3261,hcp,Sinmyo (2019),static,
271.5,3391,hcp,Sinmyo (2019),static,
272.1,3420,hcp,Sinmyo (2019),static,
272.6,3464,hcp,Sinmyo (2019),static,
273.2,3551,hcp,Sinmyo (2019),static,
273.7,3609,hcp,Sinmyo (2019),static,
274.9,3696,hcp,Sinmyo (2019),static,
274.3,3681,hcp,Sinmyo (2019),static,
275.4,3754,hcp,Sinmyo (2019),static,
275.4,3783,hcp,Sinmyo (2019),static,
276.5,3870,hcp,Sinmyo (2019),static,
276.5,3899,hcp,Sinmyo (2019),static,
277.1,3971,hcp,Sinmyo (2019),static,
277.7,4029,hcp,Sinmyo (2019),static,
272.1,4116,hcp,Sinmyo (2019),static,
266.5,3522,hcp,Sinmyo (2019),static,
266.5,3536,hcp,Sinmyo (2019),static,
268.7,3725,hcp,Sinmyo (2019),static,
268.7,3754,hcp,Sinmyo (2019),static,
269.3,3783,hcp,Sinmyo (2019),static,
269.3,3812,hcp,Sinmyo (2019),static,
279.9,4246,hcp,Sinmyo (2019),static,
280.4,4275,hcp,Sinmyo (2019),static,
281,4362,hcp,Sinmyo (2019),static,
281.6,4391,hcp,Sinmyo (2019),static,
282.1,4464,hcp,Sinmyo (2019),static,
282.7,4536,hcp,Sinmyo (2019),static,
279.9,4652,hcp,Sinmyo (2019),static,
283.8,4652,hcp,Sinmyo (2019),static,
281,4812,hcp,Sinmyo (2019),static,
281.6,4841,hcp,Sinmyo (2019),static,
286.6,4913,hcp,Sinmyo (2019),static,
286,4913,hcp,Sinmyo (2019),static,
287.7,5014,hcp,Sinmyo (2019),static,
288.3,5087,hcp,Sinmyo (2019),static,
289.4,5174,hcp,Sinmyo (2019),static,
283.8,5043,hcp,Sinmyo (2019),static,
276,4377,hcp,Sinmyo (2019),static,
273.2,4232,hcp,Sinmyo (2019),static,
244.1,3536,hcp,Sinmyo (2019),static,
245.3,3652,hcp,Sinmyo (2019),static,
246.9,3855,hcp,Sinmyo (2019),static,
249.7,4130,hcp,Sinmyo (2019),static,
250.3,4188,hcp,Sinmyo (2019),static,
251.4,4290,hcp,Sinmyo (2019),static,
254.2,4551,hcp,Sinmyo (2019),static,
254.2,4594,hcp,Sinmyo (2019),static,
254.7,4623,hcp,Sinmyo (2019),static,
255.3,4696,hcp,Sinmyo (2019),static,
221.8,2304,hcp,Sinmyo (2019),static,
222.3,2391,hcp,Sinmyo (2019),static,
222.9,2449,hcp,Sinmyo (2019),static,
222.3,2377,hcp,Sinmyo (2019),static,
224,2580,hcp,Sinmyo (2019),static,
224.6,2609,hcp,Sinmyo (2019),static,
224,2623,hcp,Sinmyo (2019),static,
225.7,2696,hcp,Sinmyo (2019),static,
226.3,2783,hcp,Sinmyo (2019),static,
226.3,2812,hcp,Sinmyo (2019),static,
227.4,2870,hcp,Sinmyo (2019),static,
227.4,2913,hcp,Sinmyo (2019),static,
227.4,2942,hcp,Sinmyo (2019),static,
227.9,3000,hcp,Sinmyo (2019),static,
228.5,3058,hcp,Sinmyo (2019),static,
229.6,3101,hcp,Sinmyo (2019),static,
229.1,3130,hcp,Sinmyo (2019),static,
230.7,3246,hcp,Sinmyo (2019),static,
231.3,3275,hcp,Sinmyo (2019),static,
230.7,3290,hcp,Sinmyo (2019),static,
230.7,3348,hcp,Sinmyo (2019),static,
232.4,3406,hcp,Sinmyo (2019),static,
232.4,3435,hcp,Sinmyo (2019),static,
233.5,3536,hcp,Sinmyo (2019),static,
233.5,3493,hcp,Sinmyo (2019),static,
231.8,3435,hcp,Sinmyo (2019),static,
234.6,3739,hcp,Sinmyo (2019),static,
235.8,3768,hcp,Sinmyo (2019),static,
235.8,3870,hcp,Sinmyo (2019),static,
236.9,3870,hcp,Sinmyo (2019),static,
237.4,4000,hcp,Sinmyo (2019),static,
238.5,4072,hcp,Sinmyo (2019),static,
239.1,4145,hcp,Sinmyo (2019),static,
239.1,4203,hcp,Sinmyo (2019),static,
241.3,4333,hcp,Sinmyo (2019),static,
241.3,4406,hcp,Sinmyo (2019),static,
241.9,4478,hcp,Sinmyo (2019),static,
243.6,4565,hcp,Sinmyo (2019),static,
228.5,4594,hcp,Sinmyo (2019),static,
226.8,4420,hcp,Sinmyo (2019),static,
224,4174,hcp,Sinmyo (2019),static,
221.2,4145,hcp,Sinmyo (2019),static,
220.7,4116,hcp,Sinmyo (2019),static,
223.5,4159,hcp,Sinmyo (2019),static,
224,4130,hcp,Sinmyo (2019),static,
222.9,4029,hcp,Sinmyo (2019),static,
222.9,4014,hcp,Sinmyo (2019),static,
222.3,3942,hcp,Sinmyo (2019),static,
218.4,3899,hcp,Sinmyo (2019),static,
218.4,3884,hcp,Sinmyo (2019),static,
220.7,3826,hcp,Sinmyo (2019),static,
220.7,3812,hcp,Sinmyo (2019),static,
220.1,3783,hcp,Sinmyo (2019),static,
217.3,3754,hcp,Sinmyo (2019),static,
220.1,3754,hcp,Sinmyo (2019),static,
220.1,3725,hcp,Sinmyo (2019),static,
216.2,3638,hcp,Sinmyo (2019),static,
219,3638,hcp,Sinmyo (2019),static,
215.6,3623,hcp,Sinmyo (2019),static,
219,3623,hcp,Sinmyo (2019),static,
218.4,3565,hcp,Sinmyo (2019),static,
215.1,3507,hcp,Sinmyo (2019),static,
218.4,3551,hcp,Sinmyo (2019),static,
217.9,3536,hcp,Sinmyo (2019),static,
214.5,3449,hcp,Sinmyo (2019),static,
217.9,3493,hcp,Sinmyo (2019),static,
217.3,3464,hcp,Sinmyo (2019),static,
217.3,3420,hcp,Sinmyo (2019),static,
216.8,3406,hcp,Sinmyo (2019),static,
216.2,3333,hcp,Sinmyo (2019),static,
212.8,3290,hcp,Sinmyo (2019),static,
215.6,3275,hcp,Sinmyo (2019),static,
212.3,3246,hcp,Sinmyo (2019),static,
215.6,3261,hcp,Sinmyo (2019),static,
211.7,3188,hcp,Sinmyo (2019),static,
214.5,3203,hcp,Sinmyo (2019),static,
214.5,3188,hcp,Sinmyo (2019),static,
211.7,3159,hcp,Sinmyo (2019),static,
214.5,3130,hcp,Sinmyo (2019),static,
211.7,3087,hcp,Sinmyo (2019),static,
214.5,3116,hcp,Sinmyo (2019),static,
214.5,3101,hcp,Sinmyo (2019),static,
213.4,3043,hcp,Sinmyo (2019),static,
210.1,2971,hcp,Sinmyo (2019),static,
212.8,2971,hcp,Sinmyo (2019),static,
212.8,2957,hcp,Sinmyo (2019),static,
212.8,2928,hcp,Sinmyo (2019),static,
212.3,2899,hcp,Sinmyo (2019),static,
208.9,2884,hcp,Sinmyo (2019),static,
211.7,2841,hcp,Sinmyo (2019),static,
207.8,2768,hcp,Sinmyo (2019),static,
211.2,2812,hcp,Sinmyo (2019),static,
210.6,2768,hcp,Sinmyo (2019),static,
210.6,2725,hcp,Sinmyo (2019),static,
210.1,2710,hcp,Sinmyo (2019),static,
210.1,2696,hcp,Sinmyo (2019),static,
209.5,2638,hcp,Sinmyo (2019),static,
208.4,2522,hcp,Sinmyo (2019),static,
207.8,2449,hcp,Sinmyo (2019),static,
207.3,2435,hcp,Sinmyo (2019),static,
206.7,2362,hcp,Sinmyo (2019),static,
206.1,2261,hcp,Sinmyo (2019),static,
205.6,2246,hcp,Sinmyo (2019),static,
186.6,1493,hcp,Sinmyo (2019),static,
186,1464,hcp,Sinmyo (2019),static,
188.8,1710,hcp,Sinmyo (2019),static,
189.4,1812,hcp,Sinmyo (2019),static,
189.4,1957,hcp,Sinmyo (2019),static,
191.1,1942,hcp,Sinmyo (2019),static,
191.6,2043,hcp,Sinmyo (2019),static,
190.5,2058,hcp,Sinmyo (2019),static,
191.1,2101,hcp,Sinmyo (2019),static,
191.6,2159,hcp,Sinmyo (2019),static,
191.6,2188,hcp,Sinmyo (2019),static,
195,2217,hcp,Sinmyo (2019),static,
192.2,2261,hcp,Sinmyo (2019),static,
195.5,2232,hcp,Sinmyo (2019),static,
195.5,2261,hcp,Sinmyo (2019),static,
193.3,2348,hcp,Sinmyo (2019),static,
192.7,2304,hcp,Sinmyo (2019),static,
196.1,2304,hcp,Sinmyo (2019),static,
196.6,2348,hcp,Sinmyo (2019),static,
196.6,2391,hcp,Sinmyo (2019),static,
197.2,2420,hcp,Sinmyo (2019),static,
197.8,2464,hcp,Sinmyo (2019),static,
197.8,2507,hcp,Sinmyo (2019),static,
198.3,2536,hcp,Sinmyo (2019),static,
198.3,2565,hcp,Sinmyo (2019),static,
198.9,2594,hcp,Sinmyo (2019),static,
198.9,2609,hcp,Sinmyo (2019),static,
198.9,2652,hcp,Sinmyo (2019),static,
199.4,2638,hcp,Sinmyo (2019),static,
199.4,2667,hcp,Sinmyo (2019),static,
200,2696,hcp,Sinmyo (2019),static,
200,2739,hcp,Sinmyo (2019),static,
200.6,2797,hcp,Sinmyo (2019),static,
200.6,2826,hcp,Sinmyo (2019),static,
201.7,2899,hcp,Sinmyo (2019),static,
202.2,2942,hcp,Sinmyo (2019),static,
194.4,2464,hcp,Sinmyo (2019),static,
194.4,2493,hcp,Sinmyo (2019),static,
195.5,2551,hcp,Sinmyo (2019),static,
194.4,2478,hcp,Sinmyo (2019),static,
195.5,2580,hcp,Sinmyo (2019),static,
196.1,2638,hcp,Sinmyo (2019),static,
197.2,2710,hcp,Sinmyo (2019),static,
197.8,2754,hcp,Sinmyo (2019),static,
197.8,2783,hcp,Sinmyo (2019),static,
197.8,2826,hcp,Sinmyo (2019),static,
198.3,2884,hcp,Sinmyo (2019),static,
198.9,2928,hcp,Sinmyo (2019),static,
199.4,3000,hcp,Sinmyo (2019),static,
200,3029,hcp,Sinmyo (2019),static,
202.2,2986,hcp,Sinmyo (2019),static,
202.2,3014,hcp,Sinmyo (2019),static,
203.4,3043,hcp,Sinmyo (2019),static,
203.9,3087,hcp,Sinmyo (2019),static,
203.9,3116,hcp,Sinmyo (2019),static,
204.5,3159,hcp,Sinmyo (2019),static,
204.5,3203,hcp,Sinmyo (2019),static,
201.7,3101,hcp,Sinmyo (2019),static,
201.1,3188,hcp,Sinmyo (2019),static,
201.7,3232,hcp,Sinmyo (2019),static,
202.2,3275,hcp,Sinmyo (2019),static,
202.2,3304,hcp,Sinmyo (2019),static,
205,3275,hcp,Sinmyo (2019),static,
206.1,3377,hcp,Sinmyo (2019),static,
206.1,3391,hcp,Sinmyo (2019),static,
206.7,3435,hcp,Sinmyo (2019),static,
206.7,3406,hcp,Sinmyo (2019),static,
203.9,3391,hcp,Sinmyo (2019),static,
203.9,3420,hcp,Sinmyo (2019),static,
203.4,3435,hcp,Sinmyo (2019),static,
204.5,3507,hcp,Sinmyo (2019),static,
207.3,3522,hcp,Sinmyo (2019),static,
207.8,3565,hcp,Sinmyo (2019),static,
208.4,3623,hcp,Sinmyo (2019),static,
205,3565,hcp,Sinmyo (2019),static,
206.1,3652,hcp,Sinmyo (2019),static,
206.1,3681,hcp,Sinmyo (2019),static,
208.9,3681,hcp,Sinmyo (2019),static,
209.5,3696,hcp,Sinmyo (2019),static,
209.5,3725,hcp,Sinmyo (2019),static,
210.1,3754,hcp,Sinmyo (2019),static,
207.3,3797,hcp,Sinmyo (2019),static,
210.1,3797,hcp,Sinmyo (2019),static,
210.1,3826,hcp,Sinmyo (2019),static,
207.8,3870,hcp,Sinmyo (2019),static,
210.6,3899,hcp,Sinmyo (2019),static,
207.8,3913,hcp,Sinmyo (2019),static,
208.4,3942,hcp,Sinmyo (2019),static,
208.9,3986,hcp,Sinmyo (2019),static,
211.7,3986,hcp,Sinmyo (2019),static,
212.8,4072,hcp,Sinmyo (2019),static,
212.8,4087,hcp,Sinmyo (2019),static,
209.5,4072,hcp,Sinmyo (2019),static,
210.1,4101,hcp,Sinmyo (2019),static,
210.1,4130,hcp,Sinmyo (2019),static,
214,4217,hcp,Sinmyo (2019),static,
214.5,4275,hcp,Sinmyo (2019),static,
210.1,4174,hcp,Sinmyo (2019),static,
154.7,2145,hcp,Sinmyo (2019),static,
155.3,2188,hcp,Sinmyo (2019),static,
157,2362,hcp,Sinmyo (2019),static,
157.5,2406,hcp,Sinmyo (2019),static,
158.1,2478,hcp,Sinmyo (2019),static,
158.7,2522,hcp,Sinmyo (2019),static,
159.2,2594,hcp,Sinmyo (2019),static,
159.2,2609,hcp,Sinmyo (2019),static,
159.8,2667,hcp,Sinmyo (2019),static,
161.5,2855,hcp,Sinmyo (2019),static,
162,2942,hcp,Sinmyo (2019),static,
162.6,2957,hcp,Sinmyo (2019),static,
163.1,2986,hcp,Sinmyo (2019),static,
163.1,3000,hcp,Sinmyo (2019),static,
163.7,3029,hcp,Sinmyo (2019),static,
163.7,3058,hcp,Sinmyo (2019),static,
163.7,3072,hcp,Sinmyo (2019),static,
163.7,3101,hcp,Sinmyo (2019),static,
164.2,3145,hcp,Sinmyo (2019),static,
164.2,3174,hcp,Sinmyo (2019),static,
165.4,3232,hcp,Sinmyo (2019),static,
165.4,3246,hcp,Sinmyo (2019),static,
165.4,3275,hcp,Sinmyo (2019),static,
165.9,3290,hcp,Sinmyo (2019),static,
165.9,3319,hcp,Sinmyo (2019),static,
166.5,3362,hcp,Sinmyo (2019),static,
166.5,3391,hcp,Sinmyo (2019),static,
167,3420,hcp,Sinmyo (2019),static,
142.5,2232,hcp,Sinmyo (2019),static,
143,2319,hcp,Sinmyo (2019),static,
139.7,2304,hcp,Sinmyo (2019),static,
140.2,2319,hcp,Sinmyo (2019),static,
140.2,2348,hcp,Sinmyo (2019),static,
140.8,2391,hcp,Sinmyo (2019),static,
143.6,2391,hcp,Sinmyo (2019),static,
140.8,2435,hcp,Sinmyo (2019),static,
141.3,2493,hcp,Sinmyo (2019),static,
141.9,2536,hcp,Sinmyo (2019),static,
144.1,2478,hcp,Sinmyo (2019),static,
144.7,2522,hcp,Sinmyo (2019),static,
145.8,2594,hcp,Sinmyo (2019),static,
146.4,2652,hcp,Sinmyo (2019),static,
143,2652,hcp,Sinmyo (2019),static,
144.1,2725,hcp,Sinmyo (2019),static,
146.9,2768,hcp,Sinmyo (2019),static,
145.3,2841,hcp,Sinmyo (2019),static,
145.3,2870,hcp,Sinmyo (2019),static,
147.5,2812,hcp,Sinmyo (2019),static,
148,2855,hcp,Sinmyo (2019),static,
148.6,2913,hcp,Sinmyo (2019),static,
148.6,2884,hcp,Sinmyo (2019),static,
149.2,2971,hcp,Sinmyo (2019),static,
146.4,3029,hcp,Sinmyo (2019),static,
149.2,3014,hcp,Sinmyo (2019),static,
150.3,3072,hcp,Sinmyo (2019),static,
150.8,3101,hcp,Sinmyo (2019),static,
150.8,3130,hcp,Sinmyo (2019),static,
150.8,3174,hcp,Sinmyo (2019),static,
151.4,3203,hcp,Sinmyo (2019),static,
152,3232,hcp,Sinmyo (2019),static,
152,3261,hcp,Sinmyo (2019),static,
152,3290,hcp,Sinmyo (2019),static,
153.1,3333,hcp,Sinmyo (2019),static,
153.1,3377,hcp,Sinmyo (2019),static,
153.6,3391,hcp,Sinmyo (2019),static,
153.6,3449,hcp,Sinmyo (2019),static,
153.6,3406,hcp,Sinmyo (2019),static,
153.6,3420,hcp,Sinmyo (2019),static,
150.3,3420,hcp,Sinmyo (2019),static,
149.2,3319,hcp,Sinmyo (2019),static,
149.2,3232,hcp,Sinmyo (2019),static,
121.8,2130,hcp,Sinmyo (2019),static,
120.7,2130,hcp,Sinmyo (2019),static,
122.3,2188,hcp,Sinmyo (2019),static,
123.5,2275,hcp,Sinmyo (2019),static,
123.5,2319,hcp,Sinmyo (2019),static,
121.8,2319,hcp,Sinmyo (2019),static,
124.6,2391,hcp,Sinmyo (2019),static,
125.1,2449,hcp,Sinmyo (2019),static,
125.1,2522,hcp,Sinmyo (2019),static,
126.3,2594,hcp,Sinmyo (2019),static,
124,2594,hcp,Sinmyo (2019),static,
124.6,2652,hcp,Sinmyo (2019),static,
126.3,2638,hcp,Sinmyo (2019),static,
126.8,2652,hcp,Sinmyo (2019),static,
127.4,2710,hcp,Sinmyo (2019),static,
126.3,2754,hcp,Sinmyo (2019),static,
125.1,2667,hcp,Sinmyo (2019),static,
128.5,2725,hcp,Sinmyo (2019),static,
128.5,2797,hcp,Sinmyo (2019),static,
128.5,2826,hcp,Sinmyo (2019),static,
128.5,2855,hcp,Sinmyo (2019),static,
128.5,2899,hcp,Sinmyo (2019),static,
127.4,2928,hcp,Sinmyo (2019),static,
129.1,2899,hcp,Sinmyo (2019),static,
130.2,2986,hcp,Sinmyo (2019),static,
128.5,3043,hcp,Sinmyo (2019),static,
130.7,3058,hcp,Sinmyo (2019),static,
130.7,3101,hcp,Sinmyo (2019),static,
83.8,1536,hcp,Sinmyo (2019),static,
83.2,1942,hcp,Sinmyo (2019),static,
90.5,1971,hcp,Sinmyo (2019),static,
90.5,2000,hcp,Sinmyo (2019),static,
91.6,2116,hcp,Sinmyo (2019),static,
86.6,2304,hcp,Sinmyo (2019),static,
87.2,2406,hcp,Sinmyo (2019),static,
87.7,2420,hcp,Sinmyo (2019),static,
87.2,2507,hcp,Sinmyo (2019),static,
87.7,2522,hcp,Sinmyo (2019),static,
89.4,2580,hcp,Sinmyo (2019),static,
92.7,2551,hcp,Sinmyo (2019),static,
88.3,2652,hcp,Sinmyo (2019),static,
90.5,2739,hcp,Sinmyo (2019),static,
60.9,1420,hcp,Sinmyo (2019),static,
93.9,2826,fcc,Sinmyo (2019),static,
93.9,2884,fcc,Sinmyo (2019),static,
61.5,1493,hcp,Sinmyo (2019),static,
61.5,1551,hcp,Sinmyo (2019),static,
62,1609,hcp,Sinmyo (2019),static,
62,1667,hcp,Sinmyo (2019),static,
62.6,1725,hcp,Sinmyo (2019),static,
63.1,1812,hcp,Sinmyo (2019),static,
63.1,1870,hcp,Sinmyo (2019),static,
63.7,1913,hcp,Sinmyo (2019),static,
63.7,1957,hcp,Sinmyo (2019),static,
63.7,2000,hcp,Sinmyo (2019),static,
63.7,2043,hcp,Sinmyo (2019),static,
64.2,2116,hcp,Sinmyo (2019),static,
54.7,1768,hcp,Sinmyo (2019),static,
55.3,1899,hcp,Sinmyo (2019),static,
64.2,2159,fcc,Sinmyo (2019),static,
61.5,2159,fcc,Sinmyo (2019),static,
64.8,2261,fcc,Sinmyo (2019),static,
62,2246,fcc,Sinmyo (2019),static,
63.7,2391,fcc,Sinmyo (2019),static,
63.7,2406,fcc,Sinmyo (2019),static,
64.2,2420,fcc,Sinmyo (2019),static,
64.8,2507,fcc,Sinmyo (2019),static,
64.8,2536,fcc,Sinmyo (2019),static,
44.1,1870,fcc,Sinmyo (2019),static,
44.7,2029,fcc,Sinmyo (2019),static,
45.3,2188,fcc,Sinmyo (2019),static,
56.4,2145,fcc,Sinmyo (2019),static,
6.7,1812,fcc,Sinmyo (2019),static,
69.9,1670,hcp,Aquilanti (2015),static,
69.9,1699,hcp,Aquilanti (2015),static,
70.2,1757,hcp,Aquilanti (2015),static,
71,1913,hcp,Aquilanti (2015),static,
71.3,2000,hcp,Aquilanti (2015),static,
71.7,2107,hcp,Aquilanti (2015),static,
72.1,2184,hcp,Aquilanti (2015),static,
72.8,2272,hcp,Aquilanti (2015),static,
72.8,2301,hcp,Aquilanti (2015),static,
73.2,2350,hcp,Aquilanti (2015),static,
79,2495,hcp,Aquilanti (2015),static,
78.3,2408,hcp,Aquilanti (2015),static,
77.6,2262,hcp,Aquilanti (2015),static,
76.8,2117,hcp,Aquilanti (2015),static,
76.5,2039,hcp,Aquilanti (2015),static,
76.1,1990,hcp,Aquilanti (2015),static,
76.1,1951,hcp,Aquilanti (2015),static,
75.7,1903,hcp,Aquilanti (2015),static,
75.4,1864,hcp,Aquilanti (2015),static,
75.4,1767,hcp,Aquilanti (2015),static,
74.6,1680,hcp,Aquilanti (2015),static,
92.3,2621,hcp,Aquilanti (2015),static,
91.9,2515,hcp,Aquilanti (2015),static,
116.5,3010,hcp,Aquilanti (2015),static,
116.5,2981,hcp,Aquilanti (2015),static,
115.8,2913,hcp,Aquilanti (2015),static,
115.8,2816,hcp,Aquilanti (2015),static,
115.1,2738,hcp,Aquilanti (2015),static,
115.1,2670,hcp,Aquilanti (2015),static,
114,2524,hcp,Aquilanti (2015),static,
113.6,2408,hcp,Aquilanti (2015),static,
112.5,2243,hcp,Aquilanti (2015),static,
111,1961,hcp,Aquilanti (2015),static,
73.5,2417,fcc,Aquilanti (2015),static,
79.4,2592,fcc,Aquilanti (2015),static,
79.8,2709,fcc,Aquilanti (2015),static,
75,2738,fcc,Aquilanti (2015),static,
116.9,3087,liquid,Aquilanti (2015),static,
118.4,3311,liquid,Aquilanti (2015),static,
118.8,3388,liquid,Aquilanti (2015),static,
119.5,3524,liquid,Aquilanti (2015),static,
93,2767,liquid,Aquilanti (2015),static,
93.8,2845,liquid,Aquilanti (2015),static,
94.5,2981,liquid,Aquilanti (2015),static,
94.9,3107,liquid,Aquilanti (2015),static,
95.2,3146,liquid,Aquilanti (2015),static,
80.1,2825,liquid,Aquilanti (2015),static,
81.3,2961,liquid,Aquilanti (2015),static,
81.6,3010,liquid,Aquilanti (2015),static,
82,3078,liquid,Aquilanti (2015),static,
75.4,2845,liquid,Aquilanti (2015),static,
547.5,7191,hcp,Kraus (2022),dynamic,
897.3,10106,hcp,Kraus (2022),dynamic,
991.3,10766,hcp,Kraus (2022),dynamic,
556.3,8085,liquid,Kraus (2022),dynamic,
567.2,8702,liquid,Kraus (2022),dynamic,
956.3,11511,liquid,Kraus (2022),dynamic,
584.7,8319,Mix (hcp + liquid),Kraus (2022),dynamic,
120.4,4258,liquid,Li (2020),dynamic,
128.7,4323,liquid,Li (2020),dynamic,
141.1,4516,liquid,Li (2020),dynamic,
217.1,5247,liquid,Li (2020),dynamic,
234.6,5312,liquid,Li (2020),dynamic,
256,5484,liquid,Li (2020),dynamic,
198.2,4688,hcp,Li (2020),dynamic,
196.4,4280,hcp,Li (2020),dynamic,
7.4,2037,liquid,Boehler (1990),static,
13.4,2136,liquid,Boehler (1990),static,
15.9,2222,liquid,Boehler (1990),static,
17.5,2265,liquid,Boehler (1990),static,
19.1,2247,liquid,Boehler (1990),static,
20.6,2296,liquid,Boehler (1990),static,
26.3,2340,liquid,Boehler (1990),static,
26.6,2364,liquid,Boehler (1990),static,
27.9,2395,liquid,Boehler (1990),static,
29.5,2426,liquid,Boehler (1990),static,
29.5,2364,liquid,Boehler (1990),static,
36.1,2432,liquid,Boehler (1990),static,
36.8,2525,liquid,Boehler (1990),static,
40.6,2519,liquid,Boehler (1990),static,
113.6,3006,liquid,Boehler (1990),static,
94.6,2802,liquid,Boehler (1990),static,
82.3,2722,liquid,Boehler (1990),static,
77.9,2605,liquid,Boehler (1990),static,
68.1,2679,liquid,Boehler (1990),static,
64.9,2673,liquid,Boehler (1990),static,
51,2537,liquid,Boehler (1990),static,
49.7,2562,liquid,Boehler (1990),static,
47.8,2562,liquid,Boehler (1990),static,
49.7,2562,liquid,Boehler (1990),static,
50.4,2543,liquid,Boehler (1990),static,
42.1,1910,fcc,Hou (2021),static,
42.4,1983,fcc,Hou (2021),static,
42.7,2057,fcc,Hou (2021),static,
43.1,2132,fcc,Hou (2021),static,
43.4,2205,fcc,Hou (2021),static,
43.7,2278,fcc,Hou (2021),static,
44.1,2346,fcc,Hou (2021),static,
44.3,2394,fcc,Hou (2021),static,
44.6,2462,fcc,Hou (2021),static,
45,2559,fcc,Hou (2021),static,
45.1,2567,fcc,Hou (2021),static,
45.3,2617,fcc,Hou (2021),static,
45.8,2712,liquid,Hou (2021),static,
46.1,2773,liquid,Hou (2021),static,
40.5,1282,hcp,Hou (2021),static,
40.3,1244,hcp,Hou (2021),static,
40.7,1324,hcp,Hou (2021),static,
41.1,1406,hcp,Hou (2021),static,
41.4,1469,hcp,Hou (2021),static,
41.6,1529,hcp,Hou (2021),static,
41.9,1577,hcp,Hou (2021),static,
42.1,1624,hcp,Hou (2021),static,
42.3,1666,hcp,Hou (2021),static,
42.5,1707,hcp,Hou (2021),static,
42.7,1745,hcp,Hou (2021),static,
42.8,1778,hcp,Hou (2021),static,
43,1814,hcp,Hou (2021),static,
43.1,1837,hcp,Hou (2021),static,
43.3,1872,hcp,Hou (2021),static,
43.4,1906,hcp,Hou (2021),static,
43.4,1910,hcp,Hou (2021),static,
43.6,1938,hcp,Hou (2021),static,
43.7,1968,hcp,Hou (2021),static,
43.8,1993,hcp,Hou (2021),static,
43.9,2017,hcp,Hou (2021),static,
44,2032,hcp,Hou (2021),static,
44.1,2054,hcp,Hou (2021),static,
44.1,2068,hcp,Hou (2021),static,
44.2,2085,hcp,Hou (2021),static,
42.1,1910,fcc,Hou (2021),static,
42.4,1983,fcc,Hou (2021),static,
42.7,2057,fcc,Hou (2021),static,
43.1,2132,fcc,Hou (2021),static,
43.4,2205,fcc,Hou (2021),static,
43.7,2278,fcc,Hou (2021),static,
44.1,2346,fcc,Hou (2021),static,
44.3,2394,fcc,Hou (2021),static,
44.6,2462,fcc,Hou (2021),static,
45,2559,fcc,Hou (2021),static,
45.1,2567,fcc,Hou (2021),static,
45.3,2617,fcc,Hou (2021),static,
45.8,2712,fcc,Hou (2021),static,
46.1,2773,fcc,Hou (2021),static,
46.4,2838,fcc,Hou (2021),static,
46.3,2825,fcc,Hou (2021),static,
46.6,2873,fcc,Hou (2021),static,
46.8,2926,fcc,Hou (2021),static,
47.1,2872,liquid,Hou (2021),static,
47.2,2889,liquid,Hou (2021),static,
47.2,2904,liquid,Hou (2021),static,
54.4,1216,hcp,Hou (2021),static,
54.8,1319,hcp,Hou (2021),static,
55.2,1395,hcp,Hou (2021),static,
55.5,1461,hcp,Hou (2021),static,
55.9,1533,hcp,Hou (2021),static,
56.2,1605,hcp,Hou (2021),static,
56.6,1683,hcp,Hou (2021),static,
56.9,1757,hcp,Hou (2021),static,
57.3,1837,hcp,Hou (2021),static,
57.7,1913,hcp,Hou (2021),static,
58,1991,hcp,Hou (2021),static,
58.4,2063,hcp,Hou (2021),static,
58.6,2116,hcp,Hou (2021),static,
58.8,2151,hcp,Hou (2021),static,
59,2204,hcp,Hou (2021),static,
59.2,2241,hcp,Hou (2021),static,
59.4,2295,hcp,Hou (2021),static,
59.6,2336,hcp,Hou (2021),static,
59.8,2397,hcp,Hou (2021),static,
59.8,2396,hcp,Hou (2021),static,
60.1,2457,hcp,Hou (2021),static,
60.2,2487,hcp,Hou (2021),static,
60.3,2512,hcp,Hou (2021),static,
60.4,2533,fcc,Hou (2021),static,
60.6,2593,fcc,Hou (2021),static,
60.7,2628,fcc,Hou (2021),static,
61.2,2771,fcc,Hou (2021),static,
61.4,2835,fcc,Hou (2021),static,
61.7,2934,fcc,Hou (2021),static,
62,3039,fcc,Hou (2021),static,
62.3,3173,liquid,Hou (2021),static,
62.3,3162,liquid,Hou (2021),static,
56,1130,hcp,Hou (2021),static,
56.7,1279,hcp,Hou (2021),static,
