Pressure,Temperature,Phase,Author,Starting material,Heating time,Pressure scale,EoS,Pressure medium,Notes,,,,,,,,,
2.85,1173,Quartz,Bohlen (1982),Quartz + Coesite (anhydrous),22 h,N/A,N/A,N/A,,,,,,,,,,
2.88,1173,Coesite,Bohlen (1982),Quartz + Coesite (anhydrous),28.5 h,N/A,N/A,N/A,,,,,,,,,,
9.946360153,2606.333333,Coesite,Serghiou (1995),Silica glass,1-2 min,Ruby,Unknown,Ar,,,,,,,,,,
10.14559387,2710.5,Coesite,Serghiou (1995),Silica glass,1-2 min,Ruby,Unknown,Ar,,,,,,,,,,
10.85057471,2606.333333,Stishovite,Serghiou (1995),Silica glass,1-2 min,Ruby,Unknown,Ar,,,,,,,,,,
10.95785441,2908.416667,Stishovite,Serghiou (1995),Silica glass,1-2 min,Ruby,Unknown,Ar,,,,,,,,,,
11.35632184,2908.416667,Stishovite,Serghiou (1995),Silica glass,1-2 min,Ruby,Unknown,Ar,,,,,,,,,,
9.2,1273,Coesite,Zhang (1993),Amorphous silica,4 h,Unknown,Unknown,Unknown,The pressure calibration scale used in this study was the same as carried out by Gasparik [1989]. ,,,,,,,,,
9.6,1273,Mix (Coesite + Stishovite),Zhang (1993),Amorphous silica,4 h,Unknown,Unknown,Unknown,The apparatus is a split-sphere multianvil,,,,,,,,,
9.6,1673,Coesite,Zhang (1993),Amorphous silica,4 h,Unknown,Unknown,Unknown,There isn't mentioned a pressure medium,,,,,,,,,
10,1673,Mix (Coesite + Stishovite),Zhang (1993),Amorphous silica,4 h,Unknown,Unknown,Unknown,The liquid isn t 100% liquid but rather mixture of coesite and liquid,,,,,,,,,
11,2273,Mix (Coesite + Stishovite),Zhang (1993),Amorphous silica,10 min,Unknown,Unknown,Unknown,,,,,,,,,,
11,2923,Coesite,Zhang (1993),Amorphous silica,3 s,Unknown,Unknown,Unknown,,,,,,,,,,
11.3,2273,Mix (Coesite + Stishovite),Zhang (1993),Amorphous silica,25 min,Unknown,Unknown,Unknown,,,,,,,,,,
12,2623,Coesite,Zhang (1993),Amorphous silica,3 min,Unknown,Unknown,Unknown,,,,,,,,,,
12,3013,Liquid,Zhang (1993),Amorphous silica,3 s,Unknown,Unknown,Unknown,,,,,,,,,,
12.3,2623,Mix (Coesite + Stishovite),Zhang (1993),Amorphous silica,30 min,Unknown,Unknown,Unknown,,,,,,,,,,
12.5,2623,Stishovite,Zhang (1993),Amorphous silica,10 min,Unknown,Unknown,Unknown,,,,,,,,,,
13,2793,Mix (Coesite + Stishovite),Zhang (1993),Amorphous silica,5 min,Unknown,Unknown,Unknown,,,,,,,,,,
13,3023,Liquid,Zhang (1993),Amorphous silica,3 s,Unknown,Unknown,Unknown,,,,,,,,,,
13.5,3023,Liquid,Zhang (1993),Amorphous silica,3 s,Unknown,Unknown,Unknown,,,,,,,,,,
13.8,3023,Liquid,Zhang (1993),Amorphous silica,3 s,Unknown,Unknown,Unknown,,,,,,,,,,
13.8,3023,Liquid,Zhang (1993),Amorphous silica,3 s,Unknown,Unknown,Unknown,,,,,,,,,,
14,2898,Stishovite,Zhang (1993),Amorphous silica,3 min,Unknown,Unknown,Unknown,,,,,,,,,,
14,3128,Liquid,Zhang (1993),Amorphous silica,3 s,Unknown,Unknown,Unknown,,,,,,,,,,
5.6282,2750,Liquid,Shen & Lazor (1995),Quartz,1 h,Ruby,Mao (1978),MgO powder,,,,,,,,,,
9.202,2900,Liquid,Shen & Lazor (1995),Quartz,1 h,Ruby,Mao (1978),MgO powder,,,,,,,,,,
15.943,3400,Liquid,Shen & Lazor (1995),Stishovite (synthetic),1 h,Ruby,Mao (1978),MgO powder,,,,,,,,,,
16.585,3450,Liquid,Shen & Lazor (1995),Stishovite (synthetic),1 h,Ruby,Mao (1978),MgO powder,,,,,,,,,,
21.935,3900,Liquid,Shen & Lazor (1995),Stishovite (synthetic),1 h,Ruby,Mao (1978),MgO powder,,,,,,,,,,
25.359,4100,Liquid,Shen & Lazor (1995),Stishovite (synthetic),1 h,Ruby,Mao (1978),MgO powder,,,,,,,,,,
25.68,3950,Liquid,Shen & Lazor (1995),Stishovite (synthetic),1 h,Ruby,Mao (1978),MgO powder,,,,,,,,,,
31.03,4100,Liquid,Shen & Lazor (1995),Stishovite (synthetic),1 h,Ruby,Mao (1978),MgO powder,,,,,,,,,,
36.38,4250,Liquid,Shen & Lazor (1995),Stishovite (synthetic),1 h,Ruby,Mao (1978),MgO powder,,,,,,,,,,
6.4,1200,Coesite,Ono (2017),SiO2 powder,1-4 h,Au,Dorogokupets and Dewaele (2007),MgO ,The apparatus is a multi-anvil system,,,,,,,,,
8,1200,Coesite,Ono (2017),SiO2 powder,1-4 h,Au,Dorogokupets and Dewaele (2007),MgO ,,,,,,,,,,
8.3,1200,Coesite,Ono (2017),SiO2 powder,1-4 h,Au,Dorogokupets and Dewaele (2007),MgO ,,,,,,,,,,
8.5,1200,Stishovite,Ono (2017),SiO2 powder,1-4 h,Au,Dorogokupets and Dewaele (2007),MgO ,,,,,,,,,,
10,1200,Stishovite,Ono (2017),SiO2 powder,1-4 h,Au,Dorogokupets and Dewaele (2007),MgO ,,,,,,,,,,
7.9,1250,Coesite,Ono (2017),SiO2 powder,1-4 h,Au,Dorogokupets and Dewaele (2007),MgO ,,,,,,,,,,
8.7,1250,Coesite,Ono (2017),SiO2 powder,1-4 h,Au,Dorogokupets and Dewaele (2007),MgO ,,,,,,,,,,
8.3,1300,Coesite,Ono (2017),SiO2 powder,1-4 h,Au,Dorogokupets and Dewaele (2007),MgO ,,,,,,,,,,
8.7,1300,Coesite,Ono (2017),SiO2 powder,1-4 h,Au,Dorogokupets and Dewaele (2007),MgO ,,,,,,,,,,
8.9,1300,Stishovite,Ono (2017),SiO2 powder,1-4 h,Au,Dorogokupets and Dewaele (2007),MgO ,,,,,,,,,,
9.1,1300,Stishovite,Ono (2017),SiO2 powder,1-4 h,Au,Dorogokupets and Dewaele (2007),MgO ,,,,,,,,,,
7.1,1350,Coesite,Ono (2017),SiO2 powder,1-4 h,Au,Dorogokupets and Dewaele (2007),MgO ,,,,,,,,,,
8.3,1350,Coesite,Ono (2017),SiO2 powder,1-4 h,Au,Dorogokupets and Dewaele (2007),MgO ,,,,,,,,,,
8.7,1350,Coesite,Ono (2017),SiO2 powder,1-4 h,Au,Dorogokupets and Dewaele (2007),MgO ,,,,,,,,,,
9.1,1350,Stishovite,Ono (2017),SiO2 powder,1-4 h,Au,Dorogokupets and Dewaele (2007),MgO ,,,,,,,,,,
7.8,1400,Coesite,Ono (2017),SiO2 powder,1-4 h,Au,Dorogokupets and Dewaele (2007),MgO ,,,,,,,,,,
8.3,1400,Coesite,Ono (2017),SiO2 powder,1-4 h,Au,Dorogokupets and Dewaele (2007),MgO ,,,,,,,,,,
9,1400,Coesite,Ono (2017),SiO2 powder,1-4 h,Au,Dorogokupets and Dewaele (2007),MgO ,,,,,,,,,,
10,1400,Stishovite,Ono (2017),SiO2 powder,1-4 h,Au,Dorogokupets and Dewaele (2007),MgO ,,,,,,,,,,
7.6,1450,Coesite,Ono (2017),SiO2 powder,1-4 h,Au,Dorogokupets and Dewaele (2007),MgO ,,,,,,,,,,
8.6,1450,Coesite,Ono (2017),SiO2 powder,1-4 h,Au,Dorogokupets and Dewaele (2007),MgO ,,,,,,,,,,
9.4,1450,Stishovite,Ono (2017),SiO2 powder,1-4 h,Au,Dorogokupets and Dewaele (2007),MgO ,,,,,,,,,,
9,1500,Coesite,Ono (2017),SiO2 powder,1-4 h,Au,Dorogokupets and Dewaele (2007),MgO ,,,,,,,,,,
9.7,1500,Stishovite,Ono (2017),SiO2 powder,1-4 h,Au,Dorogokupets and Dewaele (2007),MgO ,,,,,,,,,,
11.4,1500,Stishovite,Ono (2017),SiO2 powder,1-4 h,Au,Dorogokupets and Dewaele (2007),MgO ,,,,,,,,,,
8.6,1550,Coesite,Ono (2017),SiO2 powder,1-4 h,Au,Dorogokupets and Dewaele (2007),MgO ,,,,,,,,,,
8.9,1550,Coesite,Ono (2017),SiO2 powder,1-4 h,Au,Dorogokupets and Dewaele (2007),MgO ,,,,,,,,,,
9.2,1550,Coesite,Ono (2017),SiO2 powder,1-4 h,Au,Dorogokupets and Dewaele (2007),MgO ,,,,,,,,,,
8.5,1600,Coesite,Ono (2017),SiO2 powder,1-4 h,Au,Dorogokupets and Dewaele (2007),MgO ,,,,,,,,,,
9.8,1600,Stishovite,Ono (2017),SiO2 powder,1-4 h,Au,Dorogokupets and Dewaele (2007),MgO ,,,,,,,,,,
10.3,1700,Stishovite,Ono (2017),SiO2 powder,1-4 h,Au,Dorogokupets and Dewaele (2007),MgO ,,,,,,,,,,
0.3,1953,Mix (melt),Jackson (1976),Cristobalite,30 min,Unknown,Unknown,Unknown,The equipment and techniques used in this study are essentially those of Green et al. (1966) although two minor modifications are worthy of note,,,,,,,,,
0.5,1873,Cristobalite,Jackson (1976),Quartz + Cristobalite,60 min,Unknown,Unknown,Unknown,"For the melting studies on Si 02, the boron nitride sleeve in the talc-boron nitride-graphite­pyrophyllite ceramic assembly of Green et al. (1966)",,,,,,,,,
0.5,1923,Cristobalite,Jackson (1976),Quartz + Cristobalite,60 min,Unknown,Unknown,Unknown,was replaced by pyrex glass. Calibration of this mod­ified assembly against the SiO2 (quartz)􀀝 SiO2,,,,,,,,,
0.5,1953,Cristobalite,Jackson (1976),Cristobalite,30 min,Unknown,Unknown,Unknown,"(coesite) transformation requires the application of  a -10% correction to nominal ""piston-in"" pressures.",,,,,,,,,
0.5,1953,Cristobalite,Jackson (1976),Quartz,30 min,Unknown,Unknown,Unknown,,,,,,,,,,
0.5,1973,Liquid,Jackson (1976),Cristobalite,30 min,Unknown,Unknown,Unknown,,,,,,,,,,
0.5,2003,Liquid,Jackson (1976),Quartz,20 min,Unknown,Unknown,Unknown,,,,,,,,,,
0.5,2023,Liquid,Jackson (1976),Quartz,20 min,Unknown,Unknown,Unknown,,,,,,,,,,
0.6,1923,Cristobalite,Jackson (1976),Cristobalite,47 min,Unknown,Unknown,Unknown,,,,,,,,,,
0.6,1923,Mix (melt),Jackson (1976),Quartz,60 min,Unknown,Unknown,Unknown,,,,,,,,,,
0.6,1923,Cristobalite,Jackson (1976),Quartz + Cristobalite,30 min,Unknown,Unknown,Unknown,,,,,,,,,,
0.6,1953,Mix (melt),Jackson (1976),Quartz + Cristobalite,60 min,Unknown,Unknown,Unknown,,,,,,,,,,
0.7,1923,Quartz,Jackson (1976),Quartz + Cristobalite,30 min,Unknown,Unknown,Unknown,,,,,,,,,,
0.7,1983,Quartz,Jackson (1976),Quartz,40 min,Unknown,Unknown,Unknown,,,,,,,,,,
0.7,2003,Mix (melt),Jackson (1976),Cristobalite,30 min,Unknown,Unknown,Unknown,,,,,,,,,,
0.7,2023,Liquid,Jackson (1976),Cristobalite,24 min,Unknown,Unknown,Unknown,,,,,,,,,,
1,2073,Mix (melt),Jackson (1976),Cristobalite,10 min,Unknown,Unknown,Unknown,,,,,,,,,,
1,2073,Quartz,Jackson (1976),Cristobalite,60 min,Unknown,Unknown,Unknown,,,,,,,,,,
1,2093,Mix (melt),Jackson (1976),Cristobalite,10 min,Unknown,Unknown,Unknown,,,,,,,,,,
1,2103,Quartz,Jackson (1976),Cristobalite,30 min,Unknown,Unknown,Unknown,,,,,,,,,,
1,2113,Mix (melt),Jackson (1976),Quartz,10 min,Unknown,Unknown,Unknown,,,,,,,,,,
1,2113,Mix (melt),Jackson (1976),Cristobalite,10 min,Unknown,Unknown,Unknown,,,,,,,,,,
1,2123,Mix (melt),Jackson (1976),Cristobalite,30 min,Unknown,Unknown,Unknown,,,,,,,,,,
1,2123,Liquid,Jackson (1976),Cristobalite,60 min,Unknown,Unknown,Unknown,,,,,,,,,,
1,2133,Liquid,Jackson (1976),Quartz,10 min,Unknown,Unknown,Unknown,,,,,,,,,,
1,2143,Liquid,Jackson (1976),Cristobalite,30 min,Unknown,Unknown,Unknown,,,,,,,,,,
1,2153,Mix (melt),Jackson (1976),Quartz,10 min,Unknown,Unknown,Unknown,,,,,,,,,,
1,2173,Liquid,Jackson (1976),Quartz,10 min,Unknown,Unknown,Unknown,,,,,,,,,,
1.5,2173,Quartz,Jackson (1976),Quartz,10 min,Unknown,Unknown,Unknown,,,,,,,,,,
1.5,2253,Quartz,Jackson (1976),Quartz,10 min,Unknown,Unknown,Unknown,,,,,,,,,,
1.5,2253,Quartz,Jackson (1976),Cristobalite,20 min,Unknown,Unknown,Unknown,,,,,,,,,,
1.5,2273,Quartz,Jackson (1976),Quartz,10 min,Unknown,Unknown,Unknown,,,,,,,,,,
1.5,2273,Liquid,Jackson (1976),Cristobalite,20 min,Unknown,Unknown,Unknown,,,,,,,,,,
1.5,2298,Liquid,Jackson (1976),Quartz,10 min,Unknown,Unknown,Unknown,,,,,,,,,,
1.5,2323,Liquid,Jackson (1976),Quartz,10 min,Unknown,Unknown,Unknown,,,,,,,,,,
2,2383,Quartz,Jackson (1976),Quartz,10 min,Unknown,Unknown,Unknown,,,,,,,,,,
2,2393,Liquid,Jackson (1976),Quartz,10 min,Unknown,Unknown,Unknown,,,,,,,,,,
2.5,2483,Quartz,Jackson (1976),Quartz,10 min,Unknown,Unknown,Unknown,,,,,,,,,,
2.5,2503,Quartz,Jackson (1976),Quartz,10 min,Unknown,Unknown,Unknown,,,,,,,,,,
2.5,2523,Liquid,Jackson (1976),Quartz,10 min,Unknown,Unknown,Unknown,,,,,,,,,,
0.3,1953,Mix (melt),Jackson (1976),Cristobalite,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,
0.5,1963,Mix (melt),Jackson (1976),Cristobalite,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,
0.7,2003,Mix (melt),Jackson (1976),Cristobalite,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,
1,2113,Mix (melt),Jackson (1976),Cristobalite,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,
1.5,2263,Mix (melt),Jackson (1976),Quartz,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,
2,2388,Mix (melt),Jackson (1976),Quartz,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,
2.5,2513,Mix (melt),Jackson (1976),Quartz,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,
3,2290,Mix (melt),Kanzaki (1990),Cristobalite,1-2 min,N/A,N/A,Unknown,"Pressure was calibrated at 1000 C, using the following phase transformations as fixed points: ",,,,,,,,2017,2563
3,2350,Mix (melt),Kanzaki (1990),Cristobalite,1-2 min,N/A,N/A,Unknown,"quartz/coesite (3.0 GPa), garnet/perovskite of CaGe03 (6.1 GPa), and coesite/stishovite (9.1 GPa).",,,,,,,,2077,2623
3.7,2360,Quartz,Kanzaki (1990),Cristobalite,1-2 min,N/A,N/A,Unknown,The apparatus is a uniaxial split sphere system,,,,,,,,2087,2633
3.7,2410,Mix (melt),Kanzaki (1990),Cristobalite,1-2 min,N/A,N/A,Unknown,,,,,,,,,2137,2683
4.5,2360,Mix (Quartz + Coesite),Kanzaki (1990),Cristobalite,1-2 min,N/A,N/A,Unknown,,,,,,,,,2087,2633
4.5,2440,Mix (Quartz + Coesite),Kanzaki (1990),Cristobalite,1-2 min,N/A,N/A,Unknown,,,,,,,,,2167,2713
4.5,2540,Liquid,Kanzaki (1990),Cristobalite,1-2 min,N/A,N/A,Unknown,,,,,,,,,2267,2813
5,2360,Coesite,Kanzaki (1990),Cristobalite,1-2 min,N/A,N/A,Unknown,,,,,,,,,2087,2633
5.3,2480,Coesite,Kanzaki (1990),Cristobalite,1-2 min,N/A,N/A,Unknown,,,,,,,,,2207,2753
5.5,2640,Mix (melt),Kanzaki (1990),Cristobalite,1-2 min,N/A,N/A,Unknown,,,,,,,,,2367,2913
6,2500,Coesite,Kanzaki (1990),Cristobalite,1-2 min,N/A,N/A,Unknown,,,,,,,,,2227,2773
6,2580,Mix (melt),Kanzaki (1990),Cristobalite,1-2 min,N/A,N/A,Unknown,,,,,,,,,2307,2853
7,2620,Coesite,Kanzaki (1990),Cristobalite,1-2 min,N/A,N/A,Unknown,,,,,,,,,2347,2893
7,2700,Coesite,Kanzaki (1990),Cristobalite,1-2 min,N/A,N/A,Unknown,,,,,,,,,2427,2973
8,2700,Coesite,Kanzaki (1990),Cristobalite,1-2 min,N/A,N/A,Unknown,,,,,,,,,2427,2973
8,2850,Coesite,Kanzaki (1990),Cristobalite,1-2 min,N/A,N/A,Unknown,,,,,,,,,2577,3123
10,1800,Coesite,Kanzaki (1990),Cristobalite,1-2 min,N/A,N/A,Unknown,,,,,,,,,1527,2073
11,2020,Stishovite,Kanzaki (1990),Cristobalite,1-2 min,N/A,N/A,Unknown,,,,,,,,,1747,2293
11,2500,Coesite,Kanzaki (1990),Cristobalite,1-2 min,N/A,N/A,Unknown,,,,,,,,,2227,2773
11,2600,Coesite,Kanzaki (1990),Cristobalite,1-2 min,N/A,N/A,Unknown,,,,,,,,,2327,2873
8.3,823,Stishovite,Akimoto (1969),Amorphous anhydrous silica,100 min,N/A,N/A,pyrophyllite tetrahedron,"Pressure values in the tetrahedral press were calibrated at room temperature  pressure, the proposal of Jeffery et al.",,,,,,,,,
8.2,873,Coesite,Akimoto (1969),Amorphous anhydrous silica,65 min,N/A,N/A,pyrophyllite tetrahedron,"by measuring sharp resistance change in the flat strip samples of Bi, Ba, and Sn on the pressure-increase cycle. The values of transition",,,,,,,,,
9.1,873,Stishovite,Akimoto (1969),Amorphous anhydrous silica,60 min,N/A,N/A,pyrophyllite tetrahedron," 26 kbar for Bi I-II, 55 kbar for Ba I-II, 76 kbar for Bi lll-v, and 92 kbar for Sn I-II were adopted as fixed calibration points following",,,,,,,,,
8.3,903,Mix (Coesite + Stishovite),Akimoto (1969),Amorphous anhydrous silica,40 min,N/A,N/A,pyrophyllite tetrahedron,the proposal of Jeffery et al. [1960],,,,,,,,,
8.6,973,Stishovite,Akimoto (1969),Amorphous anhydrous silica,60 min,N/A,N/A,pyrophyllite tetrahedron,,,,,,,,,,
9,973,Stishovite,Akimoto (1969),Amorphous anhydrous silica,60 min,N/A,N/A,pyrophyllite tetrahedron,,,,,,,,,,
8.5,1023,Coesite,Akimoto (1969),Amorphous anhydrous silica,45 min,N/A,N/A,pyrophyllite tetrahedron,,,,,,,,,,
9,1103,Stishovite,Akimoto (1969),Amorphous anhydrous silica,20 min,N/A,N/A,pyrophyllite tetrahedron,,,,,,,,,,
8.85,923,Mix (Quartz + Coesite),Akimoto (1969),Quartz,60 min,N/A,N/A,pyrophyllite tetrahedron,,,,,,,,,,
8.7,1073,Coesite,Akimoto (1969),Quartz,60 min,N/A,N/A,pyrophyllite tetrahedron,,,,,,,,,,
9.35,1073,Mix (Coesite + Stishovite),Akimoto (1969),Quartz,60 min,N/A,N/A,pyrophyllite tetrahedron,,,,,,,,,,
9,1173,Coesite,Akimoto (1969),Quartz,45 min,N/A,N/A,pyrophyllite tetrahedron,,,,,,,,,,
9.45,1173,Mix (Coesite + Stishovite),Akimoto (1969),Quartz,45 min,N/A,N/A,pyrophyllite tetrahedron,,,,,,,,,,
9.6,1173,Stishovite,Akimoto (1969),Quartz,45 min,N/A,N/A,pyrophyllite tetrahedron,,,,,,,,,,
9.1,1273,Mix (Coesite + Stishovite),Akimoto (1969),Quartz,30 min,N/A,N/A,pyrophyllite tetrahedron,,,,,,,,,,
9.6,1273,Mix (Coesite + Stishovite),Akimoto (1969),Quartz,30 min,N/A,N/A,pyrophyllite tetrahedron,,,,,,,,,,
9.2,1373,Coesite,Akimoto (1969),Quartz,30 min,N/A,N/A,pyrophyllite tetrahedron,,,,,,,,,,
9.7,1373,Mix (Coesite + Stishovite),Akimoto (1969),Quartz,32 min,N/A,N/A,pyrophyllite tetrahedron,,,,,,,,,,
9.8,1453,Stishovite,Akimoto (1969),Quartz,15 min,N/A,N/A,pyrophyllite tetrahedron,,,,,,,,,,
9.35,1473,Coesite,Akimoto (1969),Quartz,20 min,N/A,N/A,pyrophyllite tetrahedron,,,,,,,,,,
9.7,1473,Coesite,Akimoto (1969),Quartz,20 min,N/A,N/A,pyrophyllite tetrahedron,,,,,,,,,,
9.35,1288,Mix (Coesite + Stishovite),Akimoto (1969),Coesite,60 min,N/A,N/A,pyrophyllite tetrahedron,,,,,,,,,,
9,1123,Stishovite,Akimoto (1969),Stishovite,70 min,N/A,N/A,pyrophyllite tetrahedron,,,,,,,,,,
9.2,1223,Stishovite,Akimoto (1969),Stishovite,60 min,N/A,N/A,pyrophyllite tetrahedron,,,,,,,,,,
9.3,1323,Mix (Coesite + Stishovite),Akimoto (1969),Stishovite,40 min,N/A,N/A,pyrophyllite tetrahedron,,,,,,,,,,
9.5,1473,Mix (Coesite + Stishovite),Akimoto (1969),Stishovite,30 min,N/A,N/A,pyrophyllite tetrahedron,,,,,,,,,,
221.025641,1400,Seifertite,Kuwayama (2005),Amorphous silica,1 h,Pt,Holmes (1989),Insulation layers of pure quartz or silica glass,,,,,,,,,,
194,1800,Seifertite,Kuwayama (2005),Quartz,1 h,Pt,Holmes (1989),Insulation layers of pure quartz or silica glass,,,,,,,,,,
254,1500,Seifertite,Kuwayama (2005),Amorphous silica,Unknown,Pt,Holmes (1989),Insulation layers of pure quartz or silica glass,,,,,,,,,,
257,2000,Seifertite,Kuwayama (2005),Amorphous silica,Unknown,Pt,Holmes (1989),Insulation layers of pure quartz or silica glass,,,,,,,,,,
268,1800,Pyrite-like,Kuwayama (2005),Quartz,1 h,Pt,Holmes (1989),Insulation layers of pure quartz or silica glass,,,,,,,,,,
271,1400,Pyrite-like,Kuwayama (2005),Quartz,1 h,Pt,Holmes (1989),Insulation layers of pure quartz or silica glass,,,,,,,,,,
46.7032967,300,Stishovite,Ono (2002),Synthetic powdered quartz-type SiO2,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
47.47252747,300,Stishovite,Ono (2002),Synthetic powdered quartz-type SiO3,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
49.67032967,300,Stishovite,Ono (2002),Synthetic powdered quartz-type SiO4,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
54.06593407,300,Stishovite,Ono (2002),Synthetic powdered quartz-type SiO5,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
49.12087912,1331.858407,Stishovite,Ono (2002),Synthetic powdered quartz-type SiO6,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
50.65934066,1429.20354,Stishovite,Ono (2002),Synthetic powdered quartz-type SiO7,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
51.20879121,1553.097345,Stishovite,Ono (2002),Synthetic powdered quartz-type SiO8,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
52.96703297,1712.389381,Stishovite,Ono (2002),Synthetic powdered quartz-type SiO9,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
54.72527473,1969.026549,Stishovite,Ono (2002),Synthetic powdered quartz-type SiO10,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
57.36263736,1951.327434,Stishovite,Ono (2002),Synthetic powdered quartz-type SiO11,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
56.15384615,1783.185841,Stishovite,Ono (2002),Synthetic powdered quartz-type SiO12,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
55.05494505,1588.495575,Stishovite,Ono (2002),Synthetic powdered quartz-type SiO13,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
55.38461538,1530.973451,Stishovite,Ono (2002),Synthetic powdered quartz-type SiO14,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
53.95604396,1420.353982,Stishovite,Ono (2002),Synthetic powdered quartz-type SiO15,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
53.84615385,1327.433628,Stishovite,Ono (2002),Synthetic powdered quartz-type SiO16,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
56.15384615,1203.539823,Stishovite,Ono (2002),Synthetic powdered quartz-type SiO17,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
55.82417582,1491.150442,Stishovite,Ono (2002),Synthetic powdered quartz-type SiO18,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
56.48351648,1641.59292,Stishovite,Ono (2002),Synthetic powdered quartz-type SiO19,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
57.25274725,1384.955752,Stishovite,Ono (2002),Synthetic powdered quartz-type SiO20,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
57.47252747,1185.840708,Stishovite,Ono (2002),Synthetic powdered quartz-type SiO21,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
58.02197802,1641.59292,Stishovite,Ono (2002),Synthetic powdered quartz-type SiO22,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
59.89010989,1738.938053,Stishovite,Ono (2002),Synthetic powdered quartz-type SiO23,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
60.76923077,1898.230088,Stishovite,Ono (2002),Synthetic powdered quartz-type SiO24,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
61.64835165,1858.40708,Stishovite,Ono (2002),Synthetic powdered quartz-type SiO25,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
62.1978022,1836.283186,Stishovite,Ono (2002),Synthetic powdered quartz-type SiO26,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
64.83516484,1765.486726,Stishovite,Ono (2002),Synthetic powdered quartz-type SiO27,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
67.03296703,1632.743363,Stishovite,Ono (2002),Synthetic powdered quartz-type SiO28,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
67.47252747,300,CaCl2-like,Ono (2002),Synthetic powdered quartz-type SiO29,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
72.74725275,300,CaCl2-like,Ono (2002),Synthetic powdered quartz-type SiO30,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
74.28571429,300,CaCl2-like,Ono (2002),Synthetic powdered quartz-type SiO31,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
79.67032967,300,CaCl2-like,Ono (2002),Synthetic powdered quartz-type SiO32,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
82.41758242,300,CaCl2-like,Ono (2002),Synthetic powdered quartz-type SiO33,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
76.37362637,1738.938053,CaCl2-like,Ono (2002),Synthetic powdered quartz-type SiO34,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
77.58241758,1504.424779,CaCl2-like,Ono (2002),Synthetic powdered quartz-type SiO35,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
81.53846154,1548.672566,CaCl2-like,Ono (2002),Synthetic powdered quartz-type SiO36,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
84.72527473,1831.858407,CaCl2-like,Ono (2002),Synthetic powdered quartz-type SiO37,0.5 - 1.5 h,Pt,Holmes (1989),No pressure medium,,,,,,,,,,
