Pressure,Temperature,Phase,Author,Starting material,Heating time,Pressure scale,EoS,Pressure medium,Notes
131.2138728,3323.88664,hcp,Saxena (1994),,,,,,
27.14801444,2586.387435,liquid,Shen (2004),,textured spots were ignored,,,,
42.02166065,2675.39267,liquid,Shen (2004),,,,,,
50.10830325,2654.450262,liquid,Shen (2004),,,,,,
57.90613718,2858.638743,liquid,Shen (2004),,,,,,
50.10830325,2099.47644,fcc,Shen (2004),,,,,,
50.10830325,2099.47644,hcp,Shen (2004),,,,,,
26.85920578,2047.120419,fcc,Shen (2004),,,,,,
41.73285199,2094.240838,fcc,Shen (2004),,,,,,
42.02166065,2256.544503,fcc,Shen (2004),,,,,,
50.10830325,2418.848168,fcc,Shen (2004),,,,,,
62,281.8181818,hcp,Dubrovinsky (1998a),,,,,,
62,281.8181818,hcp,Dubrovinsky (1998a),,,,,,
62,809.0909091,hcp,Dubrovinsky (1998a),,,,,,
62,886.3636364,hcp,Dubrovinsky (1998a),,,,,,
62,1018.181818,hcp,Dubrovinsky (1998a),,,,,,
62,1086.363636,hcp,Dubrovinsky (1998a),,,,,,
62,1177.272727,hcp,Dubrovinsky (1998a),,,,,,
54,281.8181818,hcp,Dubrovinsky (1998a),,,,,,
54,854.5454545,hcp,Dubrovinsky (1998a),,,,,,
54,1013.636364,hcp,Dubrovinsky (1998a),,,,,,
54,1113.636364,hcp,Dubrovinsky (1998a),,,,,,
54,1277.272727,hcp,Dubrovinsky (1998a),,,,,,
54,1318.181818,hcp,Dubrovinsky (1998a),,,,,,
54,1386.363636,hcp,Dubrovinsky (1998a),,,,,,
54,1509.090909,hcp,Dubrovinsky (1998a),,,,,,
54,1622.727273,hcp,Dubrovinsky (1998a),,,,,,
42,281.8181818,hcp,Dubrovinsky (1998a),,,,,,
42,704.5454545,hcp,Dubrovinsky (1998a),,,,,,
42,877.2727273,hcp,Dubrovinsky (1998a),,,,,,
42,954.5454545,hcp,Dubrovinsky (1998a),,,,,,
42,986.3636364,hcp,Dubrovinsky (1998a),,,,,,
42,1072.727273,hcp,Dubrovinsky (1998a),,,,,,
42,1113.636364,hcp,Dubrovinsky (1998a),,,,,,
42,1204.545455,hcp,Dubrovinsky (1998a),,,,,,
42,1286.363636,hcp,Dubrovinsky (1998a),,,,,,
42,1377.272727,hcp,Dubrovinsky (1998a),,,,,,
42,1418.181818,hcp,Dubrovinsky (1998a),,,,,,
42,1490.909091,hcp,Dubrovinsky (1998a),,,,,,
40,277.2727273,hcp,Dubrovinsky (1998a),,,,,,
40,777.2727273,hcp,Dubrovinsky (1998a),,,,,,
40,922.7272727,hcp,Dubrovinsky (1998a),,,,,,
40,1045.454545,hcp,Dubrovinsky (1998a),,,,,,
40,1136.363636,hcp,Dubrovinsky (1998a),,,,,,
36,281.8181818,hcp,Dubrovinsky (1998a),,,,,,
36,281.8181818,hcp,Dubrovinsky (1998a),,,,,,
36,681.8181818,hcp,Dubrovinsky (1998a),,,,,,
36,777.2727273,hcp,Dubrovinsky (1998a),,,,,,
36,818.1818182,hcp,Dubrovinsky (1998a),,,,,,
36,950,hcp,Dubrovinsky (1998a),,,,,,
36,977.2727273,hcp,Dubrovinsky (1998a),,,,,,
36,1013.636364,hcp,Dubrovinsky (1998a),,,,,,
36,1072.727273,hcp,Dubrovinsky (1998a),,,,,,
36,1104.545455,hcp,Dubrovinsky (1998a),,,,,,
36,1204.545455,hcp,Dubrovinsky (1998a),,,,,,
36,1254.545455,hcp,Dubrovinsky (1998a),,,,,,
32,281.8181818,hcp,Dubrovinsky (1998a),,,,,,
32,281.8181818,hcp,Dubrovinsky (1998a),,,,,,
32,786.3636364,hcp,Dubrovinsky (1998a),,,,,,
32,886.3636364,hcp,Dubrovinsky (1998a),,,,,,
32,936.3636364,hcp,Dubrovinsky (1998a),,,,,,
32,972.7272727,hcp,Dubrovinsky (1998a),,,,,,
32,1013.636364,hcp,Dubrovinsky (1998a),,,,,,
32,1072.727273,hcp,Dubrovinsky (1998a),,,,,,
32,1104.545455,hcp,Dubrovinsky (1998a),,,,,,
32,1186.363636,hcp,Dubrovinsky (1998a),,,,,,
32,1254.545455,hcp,Dubrovinsky (1998a),,,,,,
32,1277.272727,hcp,Dubrovinsky (1998a),,,,,,
24,277.2727273,hcp,Dubrovinsky (1998a),,,,,,
24,277.2727273,hcp,Dubrovinsky (1998a),,,,,,
24,550,hcp,Dubrovinsky (1998a),,,,,,
24,718.1818182,hcp,Dubrovinsky (1998a),,,,,,
24,845.4545455,hcp,Dubrovinsky (1998a),,,,,,
24,868.1818182,hcp,Dubrovinsky (1998a),,,,,,
24,936.3636364,hcp,Dubrovinsky (1998a),,,,,,
24,986.3636364,hcp,Dubrovinsky (1998a),,,,,,
24,1018.181818,hcp,Dubrovinsky (1998a),,,,,,
24,1072.727273,hcp,Dubrovinsky (1998a),,,,,,
24,1090.909091,hcp,Dubrovinsky (1998a),,,,,,
18,281.8181818,hcp,Dubrovinsky (1998a),,,,,,
18,277.2727273,hcp,Dubrovinsky (1998a),,,,,,
18,400,hcp,Dubrovinsky (1998a),,,,,,
18,481.8181818,hcp,Dubrovinsky (1998a),,,,,,
18,572.7272727,hcp,Dubrovinsky (1998a),,,,,,
18,613.6363636,hcp,Dubrovinsky (1998a),,,,,,
18,718.1818182,hcp,Dubrovinsky (1998a),,,,,,
23.86266094,1057.324841,hcp,Dubrovinsky (1998a),,,,,,
31.13733906,1321.656051,hcp,Dubrovinsky (1998a),,,,,,
35.70815451,1363.057325,hcp,Dubrovinsky (1998a),,,,,,
42.46781116,1573.248408,hcp,Dubrovinsky (1998a),,,,,,
23.92703863,1197.452229,fcc,Dubrovinsky (1998a),,,,,,
35.77253219,1464.968153,fcc,Dubrovinsky (1998a),,,,,,
42.40343348,1678.343949,fcc,Dubrovinsky (1998a),,,,,,
31.07296137,1375.796178,fcc,Dubrovinsky (1998a),,,,,,
19.15254237,1071.290598,fcc,Mao (1987),,,,,,
23.81355932,1228.555556,fcc,Mao (1987),,,,,,
31.10169492,1512.316239,fcc,Mao (1987),,,,,,
35.25423729,1652.487179,fcc,Mao (1987),,,,,,
19.15254237,1071.290598,hcp,Mao (1987),,,,,,
23.81355932,1228.555556,hcp,Mao (1987),,,,,,
31.10169492,1512.316239,hcp,Mao (1987),,,,,,
35.25423729,1652.487179,hcp,Mao (1987),,,,,,
12.31277533,417.8648649,bcc,Bundy (1965),,,,,,
11.60792952,580.027027,bcc,Bundy (1965),,,,,,
6.189427313,887.0540541,bcc,Bundy (1965),,,,,,
6.629955947,861.1081081,bcc,Bundy (1965),,,,,,
7.81938326,833,bcc,Bundy (1965),,,,,,
8.832599119,824.3513514,bcc,Bundy (1965),,,,,,
10.11013216,778.9459459,bcc,Bundy (1965),,,,,,
13.85462555,830.8378378,fcc,Bundy (1965),,,,,,
16.98237885,923.8108108,fcc,Bundy (1965),,,,,,
17.20264317,947.5945946,fcc,Bundy (1965),,,,,,
17.99559471,947.5945946,fcc,Bundy (1965),,,,,,
11.03524229,768.1351351,fcc,Bundy (1965),,,,,,
11.03524229,768.1351351,bcc,Bundy (1965),,,,,,
12.31277533,417.8648649,hcp,Bundy (1965),,,,,,
11.60792952,580.027027,hcp,Bundy (1965),,,,,,
6.189427313,887.0540541,fcc,Bundy (1965),,,,,,
6.629955947,861.1081081,fcc,Bundy (1965),,,,,,
7.81938326,833,fcc,Bundy (1965),,,,,,
8.832599119,824.3513514,fcc,Bundy (1965),,,,,,
10.11013216,778.9459459,fcc,Bundy (1965),,,,,,
13.85462555,830.8378378,hcp,Bundy (1965),,,,,,
16.98237885,923.8108108,hcp,Bundy (1965),,,,,,
17.20264317,947.5945946,hcp,Bundy (1965),,,,,,
17.99559471,947.5945946,hcp,Bundy (1965),,,,,,
11.03524229,768.1351351,hcp,Bundy (1965),,,,,,
13.9047619,298,hcp,Clendenen (1964),,,,,,
15.9047619,298,hcp,Clendenen (1964),,,,,,
18,298,hcp,Clendenen (1964),,,,,,
17.23809524,298,hcp,Clendenen (1964),,,,,,
19.33333333,298,hcp,Clendenen (1964),,,,,,
20,298,hcp,Clendenen (1964),,,,,,
21.42857143,298,hcp,Clendenen (1964),,,,,,
19.33333333,298,hcp,Clendenen (1964),,,,,,
22.38095238,298,hcp,Clendenen (1964),,,,,,
20.19047619,298,hcp,Clendenen (1964),,,,,,
24.47619048,298,hcp,Clendenen (1964),,,,,,
23.52380952,298,hcp,Clendenen (1964),,,,,,
24.19047619,298,hcp,Clendenen (1964),,,,,,
29.80952381,298,hcp,Clendenen (1964),,,,,,
30,298,hcp,Clendenen (1964),,,,,,
31.14285714,298,hcp,Clendenen (1964),,,,,,
31.80952381,298,hcp,Clendenen (1964),,,,,,
32.38095238,298,hcp,Clendenen (1964),,,,,,
33.33333333,298,hcp,Clendenen (1964),,,,,,
34,298,hcp,Clendenen (1964),,,,,,
36.0952381,298,hcp,Clendenen (1964),,,,,,
14.41025641,298,hcp,Clendenen (1964),,,,,,
17.38461538,298,hcp,Clendenen (1964),,,,,,
20.35897436,298,hcp,Clendenen (1964),,,,,,
24.35897436,298,hcp,Clendenen (1964),,,,,,
28.66666667,298,hcp,Clendenen (1964),,,,,,
33.38461538,298,hcp,Clendenen (1964),,,,,,
38.41025641,298,hcp,Clendenen (1964),,,,,,
5.282051282,298,bcc,Clendenen (1964),,,,,,
3.948717949,298,bcc,Clendenen (1964),,,,,,
6.512820513,298,bcc,Clendenen (1964),,,,,,
7.435897436,298,bcc,Clendenen (1964),,,,,,
8.871794872,298,bcc,Clendenen (1964),,,,,,
10.41025641,298,bcc,Clendenen (1964),,,,,,
10.1025641,298,bcc,Clendenen (1964),,,,,,
11.33333333,298,bcc,Clendenen (1964),,,,,,
12.76923077,298,bcc,Clendenen (1964),,,,,,
13.38461538,298,bcc,Clendenen (1964),,,,,,
16.05128205,298,bcc,Clendenen (1964),,,,,,
16.25641026,298,bcc,Clendenen (1964),,,,,,
17.28205128,298,bcc,Clendenen (1964),,,,,,
18.82051282,298,bcc,Clendenen (1964),,,,,,
19.94871795,298,bcc,Clendenen (1964),,,,,,
21.69230769,298,bcc,Clendenen (1964),,,,,,
24.05128205,298,bcc,Clendenen (1964),,,,,,
32.87179487,298,bcc,Clendenen (1964),,,,,,
14.82876712,298,hcp,Clendenen (1964),,,,,,
19.8630137,298,hcp,Clendenen (1964),,,,,,
25,298,hcp,Clendenen (1964),,,,,,
30.1369863,298,hcp,Clendenen (1964),,,,,,
34.96575342,298,hcp,Clendenen (1964),,,,,,
39.89726027,298,hcp,Clendenen (1964),,,,,,
5,296,bcc,Mao (1967),,,,,,
8,296,bcc,Mao (1967),,,,,,
10.3,296,bcc,Mao (1967),,,,,,
12.2,296,bcc,Mao (1967),,,,,,
13.1,296,bcc,Mao (1967),,,,,,
13.1,296,bcc,Mao (1967),,,,,,
14.5,296,bcc,Mao (1967),,,,,,
8,296,hcp,Mao (1967),,,,,,
12.2,296,hcp,Mao (1967),,,,,,
13.1,296,hcp,Mao (1967),,,,,,
13.1,296,hcp,Mao (1967),,,,,,
14.5,296,hcp,Mao (1967),,,,,,
18.3,296,hcp,Mao (1967),,,,,,
19.2,296,hcp,Mao (1967),,,,,,
21.2,296,hcp,Mao (1967),,,,,,
21.3,296,hcp,Mao (1967),,,,,,
21.6,296,hcp,Mao (1967),,,,,,
21.6,296,hcp,Mao (1967),,,,,,
21.9,296,hcp,Mao (1967),,,,,,
22,296,hcp,Mao (1967),,,,,,
23.5,296,hcp,Mao (1967),,,,,,
23.7,296,hcp,Mao (1967),,,,,,
23.8,296,hcp,Mao (1967),,,,,,
24.9,296,hcp,Mao (1967),,,,,,
26.2,296,hcp,Mao (1967),,,,,,
28.3,296,hcp,Mao (1967),,,,,,
30.9,296,hcp,Mao (1967),,,,,,
0,298,bcc,Giles (1971),,,,,,
0.051546392,298,bcc,Giles (1971),,,,,,
0.850515464,298,bcc,Giles (1971),,,,,,
1.082474227,298,bcc,Giles (1971),,,,,,
2.577319588,298,bcc,Giles (1971),,,,,,
3.067010309,298,bcc,Giles (1971),,,,,,
4.12371134,298,bcc,Giles (1971),,,,,,
4.896907216,298,bcc,Giles (1971),,,,,,
5.902061856,298,bcc,Giles (1971),,,,,,
6.649484536,298,bcc,Giles (1971),,,,,,
7.164948454,298,bcc,Giles (1971),,,,,,
8.015463918,298,bcc,Giles (1971),,,,,,
9.690721649,298,bcc,Giles (1971),,,,,,
9.871134021,298,bcc,Giles (1971),,,,,,
10.36082474,298,bcc,Giles (1971),,,,,,
12.06185567,298,bcc,Giles (1971),,,,,,
12.19072165,298,bcc,Giles (1971),,,,,,
12.93814433,298,bcc,Giles (1971),,,,,,
12.93814433,298,bcc,Giles (1971),,,,,,
13.1185567,298,bcc,Giles (1971),,,,,,
13.7371134,298,bcc,Giles (1971),,,,,,
14.48453608,298,bcc,Giles (1971),,,,,,
15.20618557,298,bcc,Giles (1971),,,,,,
15.18041237,298,bcc,Giles (1971),,,,,,
16.31443299,298,bcc,Giles (1971),,,,,,
4.974226804,298,hcp,Giles (1971),,,,,,
6.649484536,298,hcp,Giles (1971),,,,,,
9.793814433,298,hcp,Giles (1971),,,,,,
12.88659794,298,hcp,Giles (1971),,,,,,
12.88659794,298,hcp,Giles (1971),,,,,,
12.91237113,298,hcp,Giles (1971),,,,,,
13.78865979,298,hcp,Giles (1971),,,,,,
15.20618557,298,hcp,Giles (1971),,,,,,
15.23195876,298,hcp,Giles (1971),,,,,,
16.34020619,298,hcp,Giles (1971),,,,,,
15.18041237,298,hcp,Giles (1971),,,,,,
