Pressure,Temperature,Phase,Author,Starting material,Heating time,Pressure scale,EoS,Pressure medium,Notes
54.4,1216,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
54.8,1319,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
55.2,1395,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
55.5,1461,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
55.9,1533,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
56.2,1605,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
56.6,1683,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
56.9,1757,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
57.3,1837,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
57.7,1913,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
58,1991,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
58.4,2063,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
58.6,2116,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
58.8,2151,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
59,2204,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
59.2,2241,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
59.4,2295,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
59.6,2336,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
59.8,2397,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
59.8,2396,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
60.1,2457,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
60.2,2487,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
60.3,2512,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
60.4,2533,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
60.6,2593,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
60.7,2628,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
61.2,2771,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
61.4,2835,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
61.7,2934,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
62,3039,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
62.3,3173,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
62.3,3162,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
56,1130,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
56.7,1279,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
57.3,1400,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
57.9,1527,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
58.2,1599,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
58.6,1684,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
59,1763,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
59.5,1866,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
60,1963,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
60.3,2035,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
60.9,2159,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
61.5,2308,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
62.3,2486,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
63.2,2731,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
64.1,3015,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
64.5,3204,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
64.6,3210,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
64.5,3196,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
64.6,3224,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
60.2,1274,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
60.5,1339,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
61.1,1459,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
61.8,1602,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
62.4,1731,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
63.1,1870,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
63.9,2040,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
65,2281,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
65.9,2505,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
67,2785,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
67,2784,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
67.2,2828,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
67.3,2867,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
68.3,3220,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
68.4,3256,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
68.4,3289,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
62.2,1372,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
62.5,1439,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
62.9,1517,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
63.3,1600,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
63.7,1689,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
64.1,1779,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
64.6,1873,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
65,1958,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
65.3,2030,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
65.6,2092,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
65.8,2120,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
66,2174,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
66.2,2222,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
66.5,2286,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
66.8,2357,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
67.1,2427,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
67.4,2497,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
67.8,2580,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
68.1,2651,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
68.4,2736,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
68.7,2832,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
69,2915,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
69.4,3041,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
70.1,3351,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
70,3306,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
70.1,3332,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
81.5,1574,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
82,1675,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
82.3,1739,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
83.2,1923,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
84.2,2128,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
85.3,2341,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
86,2489,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
87,2705,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
88.7,3138,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
88.9,3191,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
89.3,3326,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
89.8,3495,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
83.5,1304,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
84,1421,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
84.5,1511,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
84.9,1600,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
85.3,1692,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
85.7,1769,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
86.3,1882,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
86.7,1965,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
87.2,2060,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
87.4,2098,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
90.7,2914,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
91.4,3111,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
91.6,3149,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
91.9,3240,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
91.9,3251,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
92.3,3387,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
92.1,3318,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
92.5,3449,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
92.5,3456,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
92.9,3608,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
92.8,3582,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
93.1,3635,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
93,3654,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
83.1,1220,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
83.5,1314,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
83.9,1398,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
84.3,1480,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
84.7,1553,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
85,1625,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
85.4,1706,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
85.8,1780,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
86.2,1862,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
86.6,1939,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
86.9,2014,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
87.3,2088,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
87.7,2166,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
88.1,2247,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
88.6,2363,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
89,2446,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
89.4,2525,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
89.6,2585,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
89.9,2645,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
90,2675,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
90.5,2789,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
90.9,2877,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
91.3,3007,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
91.5,3048,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
91.8,3148,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
91.9,3178,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
92.2,3275,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
92.3,3295,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
92.2,3263,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
92.5,3382,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
92.9,3549,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
93.1,3635,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
93,3654,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
119.4,1714,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
120.5,1938,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
121.5,2114,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
122.2,2257,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
123.4,2483,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
124,2605,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
124.7,2756,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
125.3,2894,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
126,3032,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
126.4,3128,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
126.9,3246,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
127.3,3359,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
128.1,3571,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
129.2,3988,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
129.3,4063,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
129.5,4132,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
129.5,4142,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
129.5,4147,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
35.3,1662,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
35.8,1786,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
36.1,1860,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
36.5,1933,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
37.1,2084,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
37.9,2267,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
37.8,2238,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
38.2,2325,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
38.6,2399,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
39,2503,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
39.3,2559,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
40.2,2744,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
40,2713,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
40.3,2778,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
40.6,2824,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
42.1,1910,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
42.4,1983,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
42.7,2057,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
43.1,2132,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
43.4,2205,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
43.7,2278,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
44.1,2346,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
44.3,2394,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
44.6,2462,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
45,2559,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
45.1,2567,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
45.3,2617,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
45.8,2712,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
46.1,2773,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
46.4,2838,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
46.3,2825,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
46.6,2873,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
46.8,2926,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
47,2967,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
47,2962,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
53.3,1703,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
54.2,1887,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
54.9,2054,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
55.3,2138,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
55.8,2256,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
53.7,1781,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
54.3,1914,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
55.1,2093,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
56.1,2306,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
56.3,2347,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
56.7,2437,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
57.2,2544,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
59.2,2956,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
60.2,3162,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
56.7,2439,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
57.3,2569,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
58.5,2828,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
59.2,2970,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
59.5,3033,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
59.7,3060,fcc,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
60.8,3272,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
60.8,3282,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
60.9,3300,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
60.9,3291,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
60.1,3136,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
68,300,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
72.7,1542,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
73.1,1640,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
73.6,1751,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
74.1,1861,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
74.5,1963,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
75,2076,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
75.7,2217,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
76.2,2337,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
76.6,2426,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
77.4,2592,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
77.8,2661,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
78.6,2840,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
79.2,2948,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
79.6,3054,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
81.1,3330,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
81.3,3378,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
81.2,3359,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
81.4,3384,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
81.6,3430,liquid,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
97,100,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
102.8,1556,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
103.4,1673,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
103.9,1782,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
104.7,1958,hcp,Hou (2021),Fe foil,Unknown,Diamond anvil tip,N/A,amorphous SiO2,
